"Nr","Lat","Long","Municipio","CodIbge","Estado","Bioma","AreaKm2","Desmatamento2000","incremento2001","incremento2002","incremento2003","incremento2004","incremento2005","incremento2006","incremento2007","incremento2008","incremento2009","incremento2010","incremento2011","incremento2012","incremento2013","incremento2014","incremento2015","incremento2016","incremento2017","incremento2018","incremento2019","incremento2020","incremento2021","incremento2022","Floresta2022","NaoFloresta","Hidrografia"
566,-6.19521676699995,-45.2936448569666,"Fernando Falcão",2104081,"MA","Cerrado",5084.81136,80.6,8.8,8.8,8.9,8.9,17,17,23.1,23.1,27.9,27.9,8.5,8.5,23.3,23.6,30.5,6.9,29.7,19.7,19.3,17.5,25.7,44.3,4574.3,0,0
567,-6.54587926584939,-46.1512043893449,"Formosa da Serra Negra",2104099,"MA","Cerrado",3691.61517,344.7,44.7,44.7,53.5,53.5,33.1,33.1,54.8,54.8,31.1,31.1,42.3,42.3,64.5,56.8,56.9,43.5,42,32.9,55.6,32.9,70.9,56.6,2314.2,0,0.5
568,-6.96127608049994,-46.0955634711727,"Fortaleza dos Nogueiras",2104107,"MA","Cerrado",1854.18782,317.5,25.6,25.6,44.1,44.1,18.7,18.7,17.1,17.1,7.4,7.4,15.9,15.9,22.8,21.2,18.6,21.4,23.1,23.1,16.8,18.4,35.2,23.3,1054.4,0,0.7
569,-5.66328899549995,-44.027260838923,"Fortuna",2104206,"MA","Cerrado",694.68819,178,12.5,12.5,22.9,22.9,16.5,16.5,31.8,31.8,11.1,11.1,5.7,5.7,10.9,12.1,9.2,10.2,9.2,9.6,12.8,11.3,18.6,15.3,194.3,0,1.5
570,-1.35791873949995,-45.7546600191639,"Godofredo Viana",2104305,"MA","Amazônia",699.63135,241.5,0.2,0,47.3,0.3,1,0.9,0,0,4.2,1.5,0.7,0.4,0.7,1.1,1.3,0.3,2.5,0.2,1.2,1.7,4.7,0.2,336.1,28,25.8
571,-5.15155260349994,-44.1694653876944,"Gonçalves Dias",2104404,"MA","Cerrado",877.19438,381.7,8.3,8.3,36.7,36.7,20,20,24.3,24.3,11.6,11.6,15.1,15.1,14,7.8,9.3,7.1,10.5,9.9,9.9,8.9,11.3,7.7,167.1,0,0
572,-4.99677303799996,-44.1903769515619,"Governador Archer",2104503,"MA","Cerrado",435.3627,312.1,4,4,8.9,8.9,3.7,3.7,6.3,6.3,2.2,2.2,1.2,1.2,0.9,0.9,1,5.1,1.4,0.9,1.5,1.2,3.3,0.7,53.3,0,0
573,-5.72804816149994,-47.311842929453,"Governador Edison Lobão",2104552,"MA","Cerrado",612.48233,353.3,9.3,9.3,7.2,7.2,7.2,7.2,7.5,7.5,3.4,3.4,4.8,4.8,4.4,2.6,5.1,2.4,1.7,2.1,3.1,1.9,3.5,2.7,138.7,0,11.6
574,-5.38952034199994,-44.0709860417022,"Governador Eugênio Barros",2104602,"MA","Cerrado",807.12388,169.2,19.7,19.7,33.6,33.6,34.4,34.4,30.6,30.6,10.5,10.5,13.8,13.8,15.3,10.9,9.9,7.6,8.7,11.8,13.3,6.9,20.2,7.7,238.3,0,2
575,-5.57110313249996,-44.0867672573108,"Governador Luiz Rocha",2104628,"MA","Cerrado",377.74308,64.5,8.2,8.2,14.1,14.1,15,15,18.4,18.4,8.8,8.8,6.7,6.7,7.8,10.2,6,3.7,5.6,6.3,8.4,7.4,15,5.8,93.6,0,0
576,-3.40303669999997,-45.94522287177,"Governador Newton Bello",2104651,"MA","Amazônia",1145.44997,372.9,735.8,3.6,0,1.8,1,0,0,0,1.7,0.1,1.5,0,0.2,0.6,0.1,0.3,0,0,0,0,0,0,-23.7,0,0
577,-2.03542232499996,-45.8109208510146,"Governador Nunes Freire",2104677,"MA","Amazônia",1059.45851,794.3,176.6,0,42.2,0,2.2,5.4,0,0.2,1.6,0.4,0.5,0,0,0.1,0.5,0,0.1,0,0,0.1,0.1,0,46.2,0,0
578,-5.38988274699994,-44.3281089961972,"Graça Aranha",2104701,"MA","Cerrado",266.47834,111.8,7.5,7.5,15.4,15.4,7,7,10.8,10.8,3.8,3.8,4.4,4.4,1.9,2.2,1.3,1,1.3,4.4,2.2,1.2,1.3,0.9,38.6,0,0
579,-5.28605835199996,-46.1586751889789,"Grajaú",2104800,"MA","Amazônia",24.18765,3.9,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0.4,0,0,0.1,0,1,0,0.5,-1117.9,12.4,0
580,-5.8538257978731,-45.959868178364,"Grajaú",2104800,"MA","Cerrado",8841.54313,1213.3,128.6,128.6,82.1,82.1,113.6,113.6,207.9,207.9,123,123,116.6,116.6,181.3,130.9,71.8,75.5,44.1,66.4,61.9,65.5,97.2,114.7,5162.6,0,12.2
581,-2.15365959599994,-44.6779179754608,"Guimarães",2104909,"MA","Amazônia",485.9139,11.6,322.1,18.6,1.5,0.2,0,0,0.4,1.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,84,7.2,21.9
584,-2.59845523199994,-43.8784483968627,"Icatu",2105104,"MA","Amazônia",898.38588,1.9,4.1,0.7,0.2,0.7,0.9,0.1,0.3,5.2,0.4,2.9,0.6,0.3,1.1,3.1,2.1,0.8,2.6,5.6,3.3,4.6,4.1,1.1,845,0.4,5.6
585,-2.68046832399995,-43.752186321825,"Icatu",2105104,"MA","Cerrado",224.36168,1.9,0.2,0.2,0.7,0.7,0.5,0.5,0.2,0.2,0.6,0.6,0.1,0.1,0,1.1,0,0,0,0.4,0,0.2,0.5,0.2,214,0,1.2
586,-3.65339951199996,-45.1275840364001,"Igarapé do Meio",2105153,"MA","Amazônia",368.40204,111.2,73.3,1.4,0.6,0.2,0,1.1,1.4,0.8,0.3,0,0,0.3,0.5,0.1,0,0.1,0.3,0,0.2,0.3,0.2,0.1,-24.1,175,0.5
587,-4.58292580649993,-44.8441732563118,"Igarapé Grande",2105203,"MA","Cerrado",341.83789,341.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0
588,-5.22769661899999,-47.5751729147352,"Imperatriz",2105302,"MA","Amazônia",415.03712,344.4,0,0,0,0.3,2.5,4.2,2.2,2.9,2.2,0.2,0.6,0.8,0.1,0.4,0.3,0.2,0.1,1.3,0.3,0,0.2,1.4,-707.3,0.6,0
589,-5.43522741149994,-47.5355861218878,"Imperatriz",2105302,"MA","Cerrado",959.54603,764.7,2.4,2.4,3.2,3.2,5,5,7.5,7.5,3,3,2.4,2.4,2.9,1.2,2.9,2.2,0.9,4.3,3,3.9,2.9,3.6,98,0,21.3
590,-5.15644662149995,-45.794872547784,"Itaipava do Grajaú",2105351,"MA","Amazônia",233.74046,136.3,0.3,22.7,0,0.2,0.2,0.2,3.4,1.6,1.9,2.7,0.1,0.7,0.2,0.7,0.1,0,0.3,0,0.1,0.2,0.1,0.1,-679,0,0.1
591,-5.21760147999996,-45.7362939138779,"Itaipava do Grajaú",2105351,"MA","Cerrado",1000.22216,776.7,7.5,7.5,1,1,1.8,1.8,15.4,15.4,4,4,2.2,2.2,0.3,1.3,0.4,0.8,0.6,0.5,1.5,0.9,2.4,0.7,149.6,0,0.1
592,-3.27868116199994,-44.4233564542816,"Itapecuru Mirim",2105401,"MA","Amazônia",295.94961,10.2,123.4,1.5,1.1,3.2,3.8,0.9,0.3,13.9,0.5,4.2,1.4,0.3,1.2,0.4,0.2,0.3,0.5,0.3,0.4,0.8,0.5,0.2,-195.9,8.4,1.2
593,-3.36703217149994,-44.422911045945,"Itapecuru Mirim",2105401,"MA","Cerrado",1176.48894,76.4,73.7,73.7,9.5,9.5,22.7,22.7,62.2,62.2,13.1,13.1,4.8,4.8,6.2,4.4,3.3,1.7,3.7,6.3,5.5,10.6,4.5,6.2,674.4,0,0.9
594,-4.16620918299995,-47.1732573405079,"Itinga do Maranhão",2105427,"MA","Amazônia",3606.61949,2078.8,79.6,55,27.7,123.5,72.6,35.6,11.1,74.8,37.9,11.4,4.4,6.1,20.3,0.3,6.6,18.2,6,8.9,16.5,23,21.9,26.8,851.6,0,0.1
595,-5.85901258299995,-44.286462165087,"Jatobá",2105450,"MA","Cerrado",591.04611,153.3,11,11,11.9,11.9,18.7,18.7,22.6,22.6,7.2,7.2,4.2,4.2,8.4,5.3,6,3.3,4.8,4,3.8,2.4,4.5,7.2,236.7,0,0.2
596,-5.41828741385744,-45.5873897565006,"Jenipapo dos Vieiras",2105476,"MA","Cerrado",1956.89068,953.6,29.9,29.9,5.4,5.4,5,5,30.3,30.3,10.2,10.2,4.3,4.3,3.6,3.2,2.5,3.6,2.3,0.6,2.3,1.6,1.7,2.8,806.3,0,1.9
597,-5.17628546549994,-47.0190185252376,"João Lisboa",2105500,"MA","Amazônia",866.18974,797.3,0.6,2.2,0.2,3.5,4.3,2.3,3,4.6,1.5,0.4,0.8,0.6,0,0.3,0.5,0.3,1.6,0,0,1.6,0.4,0.2,274,0,0
598,-5.37267655749991,-47.3443957485092,"João Lisboa",2105500,"MA","Cerrado",270.0036,220.9,0.1,0.1,0.5,0.5,2.2,2.2,5.6,5.6,1.3,1.3,0.1,0.1,0.3,0.5,0.4,0.8,0.3,0.4,0.3,0.2,0.4,0.6,25.5,0,0
599,-5.01055905049995,-44.7748854603529,"Joselândia",2105609,"MA","Cerrado",690.67691,484.6,2.4,2.4,16.1,16.1,10.2,10.2,7.6,7.6,2,2,1.2,1.2,1,1.6,1.9,1.1,1.5,0.5,1.6,1,2.2,1.6,95.5,0,16.9
600,-1.88807096299996,-46.110372082103,"Junco do Maranhão",2105658,"MA","Amazônia",567.43371,531.2,0,0,14.7,0,0.3,1.8,0,0,0.3,1.1,0.5,0,0,0.1,0.1,0.2,0.1,0,0.8,0,0.3,0,17.2,0,1.6
601,-4.55735715999995,-45.130927421674,"Lago da Pedra",2105708,"MA","Amazônia",356.40986,356.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1196,0,0
602,-4.81919800849988,-45.2286717849859,"Lago da Pedra",2105708,"MA","Cerrado",890.02209,886.9,1.1,1.1,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
603,-4.57124642699995,-45.025667930937,"Lago do Junco",2105807,"MA","Amazônia",101.27165,101.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-211.4,0,0
604,-4.51596284049995,-44.9562475546086,"Lago do Junco",2105807,"MA","Cerrado",164.45897,164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0
605,-3.98167906699996,-44.902173501375,"Lago Verde",2105906,"MA","Amazônia",625.05325,523.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7,91.7,12.8
607,-4.60102078049996,-44.9725023919583,"Lago dos Rodrigues",2105948,"MA","Amazônia",23.83741,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-173.8,0,0
608,-4.58881250249996,-44.9149866662082,"Lago dos Rodrigues",2105948,"MA","Cerrado",197.01722,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,-4.90884494649995,-45.4207783537619,"Lagoa Grande do Maranhão",2105963,"MA","Cerrado",767.71993,682.7,17.2,17.2,0.6,0.6,0.2,0.2,8.6,8.6,1.4,1.4,1.4,1.4,0.3,0.7,0.4,0.9,0.8,0.1,0.2,0.7,0.7,0.9,20,0,0
610,-6.10010310149997,-46.9560973128457,"Lajeado Novo",2105989,"MA","Cerrado",1045.59552,304.7,8.5,8.5,6.8,6.8,16.4,16.4,12.2,12.2,5.3,5.3,8.7,8.7,14.3,6.8,24.4,9.5,4.8,10.5,7.4,9,10,18.1,510,0,0.1
611,-4.56837546099996,-44.445735003554,"Lima Campos",2106003,"MA","Cerrado",322.49608,239.8,2,2,8.7,8.7,2,2,3,3,1.1,1.1,0.6,0.6,0,0,0.1,0.1,0.4,0.7,0.5,0.6,0.7,1.1,43.3,0,0
612,-7.20209712899995,-45.1700247102061,"Loreto",2106102,"MA","Cerrado",3600.98675,247.5,49.9,49.9,37.9,37.9,16.7,16.7,20.8,20.8,16.6,16.6,25.7,25.7,65.3,43.9,37.9,6.7,44.5,32.2,18.2,44.9,47,56.5,2613.5,0,6.8
613,-1.36621013499993,-45.871150102619,"Luís Domingues",2106201,"MA","Amazônia",432.88205,270.2,0.5,0,18.5,0,0.7,2,0,0.9,0.9,2.1,2,0.1,0.5,0.7,0.1,0,1,0.6,2.3,0.4,0.7,0.3,97.1,4.6,14
615,-1.99364783899995,-45.9860168474486,"Maracaçumé",2106326,"MA","Amazônia",604.25477,482.4,0,0,18.6,0,0.6,2.1,0,0,0.9,1.6,0.4,0,0,0.5,0.6,0.1,1.7,0.2,0.7,0.3,0.1,0.1,57.7,0,0
616,-4.70956080149992,-45.7453543022713,"Marajá do Sena",2106359,"MA","Amazônia",660.44296,381.8,10.5,28.8,6.6,3.5,0,1.2,3.2,14.6,3.6,3.5,3.9,3.2,0.7,2.9,0.4,6,4.6,2.2,5.8,8.2,3.5,5.9,-152,0,0
617,-4.75019243799997,-45.535969455436,"Marajá do Sena",2106359,"MA","Cerrado",718.43975,678.2,7,7,0.9,0.9,0.1,0.1,4,4,1.2,1.2,0.1,0.1,0.2,0.1,0,0.1,0,0.5,0.1,0.4,0.2,1.4,10.2,0,0
618,-2.42419528999994,-45.9595814618912,"Maranhãozinho",2106375,"MA","Amazônia",784.53452,736.8,3.6,11.6,1.3,3.3,0.8,0.7,0,0,2.2,0.2,0.4,0.1,0,0.3,0,0,0,0,0.1,0,0,0.1,17.4,0,0
620,-3.05832730699996,-45.0389914592849,"Matinha",2106508,"MA","Amazônia",405.65114,1.5,279.1,0.2,0.5,0.2,0,0.2,0.7,0.5,0,0.1,0.5,0,0.3,0.1,0,0,0,0,0,0.1,0.1,0,-9.9,51,72.9
622,-3.83764160699996,-44.6036344062144,"Matões do Norte",2106631,"MA","Amazônia",3.46634,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-401.4,0.7,0.5
623,-3.74655054099995,-44.4593557940548,"Matões do Norte",2106631,"MA","Cerrado",781.3356,485.7,33,33,15.3,15.3,6,6,13.3,13.3,4.7,4.7,3.2,3.2,2.4,4,8.9,2.2,3,2.6,2.4,6.5,3.9,4.8,103.1,0,0.1
625,-6.40200928899998,-44.8321979715615,"Mirador",2106706,"MA","Cerrado",8516.00403,152,40.2,40.2,23.3,23.3,31.9,31.9,41,41,23.1,23.1,13,13,30.8,49,75.5,36.6,69,36.4,24.5,109.4,67.3,58.5,7461.2,0,0.8
626,-3.52289014549999,-44.5944063910456,"Miranda do Norte",2106755,"MA","Amazônia",97.91309,4.9,55.7,5.1,2.7,2.4,0.5,6.6,0.2,5,0.3,0.8,0.5,0,0.8,0.2,0,0.4,0.9,0,0.5,0.4,0.5,0.8,-145.6,0,0
627,-3.54746734199998,-44.4994444608949,"Miranda do Norte",2106755,"MA","Cerrado",258.74808,77.5,32.6,32.6,3.4,3.4,5.9,5.9,12.1,12.1,1.5,1.5,0.7,0.7,0.5,0.7,0.4,0.8,1.3,0.9,1.7,2.3,0.7,0.8,57.7,0,0.5
628,-2.06980681649993,-44.8454151256465,"Mirinzal",2106805,"MA","Amazônia",688.93627,0.1,673.4,0.5,1.7,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,6.2,0,0.4
629,-3.48180986499995,-45.3194852797741,"Monção",2106904,"MA","Amazônia",1240.50426,122.8,690.2,12.3,1.6,10.2,3,8.5,13.8,12.3,2.9,1.3,1.6,1,2.4,0.9,0.2,0.5,1.8,0.2,0.8,4.4,0.7,0.2,-31.6,182.3,115.5
630,-5.83905054849996,-47.0943417083443,"Montes Altos",2107001,"MA","Cerrado",1488.89783,285.3,22.3,22.3,16.6,16.6,13.5,13.5,16.1,16.1,10.5,10.5,8.9,8.9,14.7,9.2,21,5.9,5.4,5.5,12.2,6.8,11.3,23.9,910.9,0,0.4
631,-2.90049051399997,-43.9821902594672,"Morros",2107100,"MA","Amazônia",236.28414,5.4,2.6,5,0,0.2,2.1,0.1,0,3.9,0.8,1.5,0.8,0.1,1.8,2,2.2,1.2,1.7,3.1,1.1,3,0.9,0.7,184,10.2,1.2
632,-2.96451708699996,-43.7733049620806,"Morros",2107100,"MA","Cerrado",1473.57745,6.7,1.4,1.4,2.9,2.9,4,4,3.4,3.4,6.5,6.5,1,1,0,6.7,0.8,0.2,2,8.8,1.3,3,3.1,5.1,1391.5,0,5.1
635,-7.18370283949994,-46.2083473126978,"Nova Colinas",2107258,"MA","Cerrado",744.05178,108.8,11.5,11.5,22.2,22.2,18.7,18.7,8.3,8.3,4.6,4.6,8.5,8.5,12.7,6.6,3,3.7,6.8,3.2,2.8,3.8,7.8,9.5,427.5,0,0.1
636,-6.77396018349995,-44.1484230014681,"Nova Iorque",2107308,"MA","Cerrado",974.70148,24.8,3.1,3.1,2.2,2.2,4.3,4.3,4.1,4.1,3,3,0,0,3,6.5,2.5,1.1,2.6,4.8,1.8,27.4,4.6,5.1,740.9,0,115.5
637,-2.94760026999995,-45.9865390541639,"Nova Olinda do Maranhão",2107357,"MA","Amazônia",2510.16399,288.7,865.7,3.7,0,3,7.3,1,0.6,1.7,17.4,3.5,4.7,1.3,14.8,2.2,3.9,0.6,0.1,0.1,0.1,9.5,0.1,0.5,1297.9,0,0
638,-4.12309421699993,-45.1238272850104,"Olho d'Água das Cunhãs",2107407,"MA","Amazônia",693.74165,693.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.6,0,0
639,-2.98330990399995,-45.0111002517917,"Olinda Nova do Maranhão",2107456,"MA","Amazônia",203.56515,0.3,183,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.3,15.1
640,-2.50542635349996,-44.1201986467623,"Paço do Lumiar",2107506,"MA","Amazônia",127.03512,10.2,23.1,21.5,2.5,4.7,4.7,0.8,0.5,3.1,0.4,0.3,0.9,2.1,0.1,1.4,1,0.2,0.2,0.1,0.2,1.1,0.4,0.1,42.3,0,4.2
641,-2.69098409899996,-44.9934131782417,"Palmeirândia",2107605,"MA","Amazônia",525.60862,2.1,436.1,0.1,0.2,0.1,0,0,0.4,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0.3,0,0,0,0,0,5.9,59,19.2
642,-6.41618663249994,-43.9207169746636,"Paraibano",2107704,"MA","Cerrado",529.02592,82.3,12.1,12.1,4.6,4.6,12.5,12.5,12.8,12.8,8.3,8.3,4.2,4.2,5.8,16.2,5.6,5.2,3,5.1,2.7,7.5,4.1,5.1,276.7,0,1.1
645,-6.64959774299996,-44.2018033023089,"Pastos Bons",2108009,"MA","Cerrado",1637.23862,130.7,15.3,15.3,28.7,28.7,14.4,14.4,18.7,18.7,12.7,12.7,3.5,3.5,18.3,38.5,15.4,5.5,13.7,9.3,23.3,55.8,9,22.9,1107.7,0,0.5
647,-4.52764419849998,-45.2827067770227,"Paulo Ramos",2108108,"MA","Amazônia",759.25494,725.5,1.3,3.2,5.2,2.6,0.3,0.1,1.6,1.6,0.8,0.2,0.1,0.1,0,0,0,0.1,0.1,0.2,0.2,0.4,0.4,1,-310.3,0,0
648,-4.53143680949995,-45.4958447079788,"Paulo Ramos",2108108,"MA","Cerrado",407.88411,401.8,0.8,0.8,0.1,0.1,0,0,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0.1,1.6,0,0
649,-4.65694863001208,-44.5501170453823,"Pedreiras",2108207,"MA","Cerrado",258.60639,244.7,0.4,0.4,2.2,2.2,0.6,0.6,0.3,0.3,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0.2,5.7,0,0
650,-2.98967741799996,-45.4292586073091,"Pedro do Rosário",2108256,"MA","Amazônia",1758.10034,14,1621.3,8.5,2.4,3.1,0,1.4,4.3,3.8,1.8,0.2,1,0,0.9,0,0.7,0.9,1.6,0,0.1,2.7,0.4,0,8.5,68.1,0
651,-3.24867760899997,-45.3181024680501,"Penalva",2108306,"MA","Amazônia",814.04034,41.5,449.4,7.5,2.4,6.2,2.4,3.9,8.8,3.1,0.3,0.1,2.1,0.5,1.4,0.3,0.2,0.7,1.2,0.2,0.8,2.1,0.1,0.4,69.1,136.1,114
652,-2.55360882449995,-44.9222604181803,"Peri Mirim",2108405,"MA","Amazônia",417.66496,3.9,237.1,0.4,0.2,0.9,0.1,0,0.5,1.1,0.1,0,0.1,0,0,0.2,0,0,0,0,0,0.7,0.2,0,46.4,122.8,1.1
653,-4.39961784049993,-44.2819647430349,"Peritoró",2108454,"MA","Cerrado",825.38212,577.9,4.2,4.2,21.4,21.4,8.4,8.4,10.9,10.9,4.6,4.6,3,3,0,0,1.3,1,0.3,1.7,0.9,2,9.8,5.9,119.4,0,0
654,-3.70470237699996,-45.4830105783378,"Pindaré-Mirim",2108504,"MA","Amazônia",262.97236,192.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.2,46.6,22.2
655,-2.49567972149995,-45.1475301836575,"Pinheiro",2108603,"MA","Amazônia",1505.01689,29,849.2,0.5,1.9,2,0.4,1.8,6.6,4.1,1,0.5,1.8,0,1.2,0.7,0.3,0.1,1.6,0.1,1,4.1,1.7,0.2,86,424.4,108.9
656,-3.86384612049994,-45.0830338244441,"Pio XII",2108702,"MA","Amazônia",545.32807,474.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7,44.7,26
657,-3.77602946849996,-44.1668263546734,"Pirapemas",2108801,"MA","Cerrado",686.80718,256.9,9.5,9.5,21.8,21.8,5.6,5.6,11,11,7.2,7.2,4.3,4.3,2.5,4,4.9,0.7,3.4,7.3,5.4,5.5,5.6,5.4,264.2,0,1.2
658,-4.78976186199998,-44.8759165462511,"Poção de Pedras",2108900,"MA","Cerrado",962.06414,958,0.1,0.1,0.2,0.2,0.1,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0
659,-6.38411600899994,-47.2700844080792,"Porto Franco",2109007,"MA","Cerrado",1424.0257,730.1,13,13,11.1,11.1,22.2,22.2,19.1,19.1,9.5,9.5,8.2,8.2,13.3,8.4,17.7,16,8.9,6.5,11.4,10.3,18.8,22,382.3,0,11.8
660,-1.87387275699996,-44.6289398662752,"Porto Rico do Maranhão",2109056,"MA","Amazônia",237.63584,0.5,121,4.5,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1,0.5,14.4
661,-5.28822722249996,-44.4616479813554,"Presidente Dutra",2109106,"MA","Cerrado",815.97302,657.4,3.3,3.3,16.6,16.6,9.4,9.4,7.6,7.6,2.1,2.1,2.2,2.2,2,1.2,2.2,1.8,0.9,0.8,2,2,3.1,1.2,58.2,0,0
662,-3.09573994949997,-44.063535686594,"Presidente Juscelino",2109205,"MA","Amazônia",355.51954,26.6,0.3,5,0.4,0.7,3.2,0.8,0.3,16.7,0,4,2.8,0.7,2.4,0.4,0.4,1,1.3,0.5,0.1,0.3,0.6,0,250.3,31.5,3.9
663,-3.23636902549995,-44.051823367876,"Presidente Juscelino",2109205,"MA","Cerrado",3.24957,0.7,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0
664,-2.31691938649996,-45.7653862272127,"Presidente Médici",2109239,"MA","Amazônia",437.44972,220.9,213.3,0,1.7,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-3.4,0,0
665,-2.59149013799995,-45.3499038535688,"Presidente Sarney",2109270,"MA","Amazônia",725.54841,24.2,515.1,1,3.1,1.7,0.3,2.4,2.8,7.9,1.6,0.5,3.6,0.1,0.6,0.3,0,0.2,1.7,0.1,0.2,4.9,1.6,0,67.2,78.8,2.6
666,-3.35346593999997,-43.9727173408167,"Presidente Vargas",2109304,"MA","Amazônia",31.76832,0.2,0.4,0,0,0,0,0,0,1.4,0,0.2,0.1,0,0,0.1,0,0.1,0.3,0.1,0,0.1,0,0,-4.4,3.5,1.2
667,-3.41154415049996,-44.0084949008902,"Presidente Vargas",2109304,"MA","Cerrado",296.75039,14.2,10.1,10.1,4.3,4.3,5.3,5.3,11.3,11.3,3.3,3.3,1,1,0.7,2.2,0.4,0.6,1.6,3.1,1.1,2.3,0.9,2.2,195.8,0,0.4
670,-2.43629544299997,-44.1012052810614,"Raposa",2109452,"MA","Amazônia",69.21216,2.3,1.4,6.7,0.2,2,0.2,1.3,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,45.6,0.5,8.2
671,-7.74677694199994,-46.6268986659298,"Riachão",2109502,"MA","Cerrado",6371.6913,625.4,94.2,94.2,115.9,115.9,53.3,53.3,56.9,56.9,38.1,38.1,32.7,32.7,53.8,50.1,50.7,61.6,76,56,64.3,70.5,75.3,100.9,4296.9,0,7.4
672,-5.96502744799997,-47.3097958257112,"Ribamar Fiquene",2109551,"MA","Cerrado",744.75724,453.6,4.1,4.1,4.7,4.7,10.5,10.5,13.3,13.3,4.1,4.1,5.5,5.5,9.7,4.4,15,11,2.9,3,5.7,4.8,7.2,6.3,123.3,0,12.7
673,-2.97265550099996,-44.1998436825605,"Rosário",2109601,"MA","Amazônia",650.4214,32.1,17.7,10.9,1.1,1,8.1,1,0.3,12.2,0.1,3.5,2.5,1.1,2.5,1.2,0.9,0.1,0.4,1.1,0.1,1.9,0.6,0.3,497.2,0,51.4
674,-7.39830635449997,-45.5675312466737,"Sambaíba",2109700,"MA","Cerrado",2475.36869,288.4,42,42,40.3,40.3,24.9,24.9,13.5,13.5,14.3,14.3,9.8,9.8,23.5,39.7,13.7,18.6,33.6,16.3,20.8,21.9,26.3,25.5,1647.4,0,9.6
675,-5.51757915749997,-44.6153484951021,"Santa Filomena do Maranhão",2109759,"MA","Cerrado",587.98875,149.6,16.2,16.2,16.2,16.2,17.8,17.8,14.1,14.1,9.2,9.2,6.8,6.8,12.6,8.5,13.1,6.2,7.3,7.7,8.1,4.3,10.6,4.5,193.6,0,0.2
676,-2.46445739949993,-45.5203939734114,"Santa Helena",2109809,"MA","Amazônia",2191.92554,42,1203.6,0.4,7.4,3,0.1,10.1,4.5,8.9,1.7,3.3,3.5,0.2,2.1,1.8,0.1,0.8,1.6,0.2,0.6,12.1,2.3,0.1,26,626.1,103.1
677,-3.85320186599998,-45.4290505740202,"Santa Inês",2109908,"MA","Amazônia",798.16381,782.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,12,4.2
678,-4.29222728199994,-46.0331529662485,"Santa Luzia",2110005,"MA","Amazônia",4833.21962,4271.2,37.7,87.5,11.9,17.8,3.9,6,20.8,38.1,14.8,4.5,3.9,1.4,0.8,1.3,1.3,5.1,3.1,1.3,4,6.1,3.8,2.4,-886.1,0,0
679,-2.50886563499995,-45.7411299352513,"Santa Luzia do Paruá",2110039,"MA","Amazônia",1011.9555,361.3,592.5,0,2.4,0.1,0,0.8,0.4,0.4,0.2,0.4,0.5,0,0,0.1,0,0,0.4,0,0,1.5,0,0,107.2,37.1,0
681,-3.1577762578582,-44.3501247721632,"Santa Rita",2110203,"MA","Amazônia",673.20194,28.8,156,2.8,3.9,6.5,14.3,2.5,2,18.1,0.1,6.5,1.3,2.3,3.2,1.5,2.1,2.1,2.1,1.7,0.6,2.3,1.7,1.7,215.5,188.3,9.4
